id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1296931970525171823,21,1296930792919797872,2024-10-18T20:24:37.604+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,
1296931972597153803,Default,,2024-10-18T20:24:38.098+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,Look on your like sidebar.
1296932252545978369,Default,,2024-10-18T20:25:44.843+00:00,islandfrogdolls,"Karen Bullock, NJ",1266116073372127382,assets\387d5bff31b5145246887e05dea15562-7FD83.png,I can only see today's. I'm looking for previous days.
1296932318014865422,Default,,2024-10-18T20:26:00.452+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,So we have limited number thread capcity.
1296932353729368084,Default,,2024-10-18T20:26:08.967+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,We have to lock and close them.
1296932381210443847,Default,,2024-10-18T20:26:15.519+00:00,islandfrogdolls,"Karen Bullock, NJ",1266116073372127382,assets\387d5bff31b5145246887e05dea15562-7FD83.png,ah... Ok
1296932383723094170,Default,,2024-10-18T20:26:16.118+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,But you can still search them.
1296932463670722643,Default,,2024-10-18T20:26:35.179+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,By the tittle.
1296932922544357427,Default,,2024-10-18T20:28:24.583+00:00,islandfrogdolls,"Karen Bullock, NJ",1266116073372127382,assets\387d5bff31b5145246887e05dea15562-7FD83.png,"if I remembered the tittle, that would work. And I can't search by my name... I was just trying to learn from my previous questions."
1296933031319306240,Default,,2024-10-18T20:28:50.517+00:00,islandfrogdolls,"Karen Bullock, NJ",1266116073372127382,assets\387d5bff31b5145246887e05dea15562-7FD83.png,I'll just ask a new question if I can't recall it.
1296933096255524865,Default,,2024-10-18T20:29:05.999+00:00,islandfrogdolls,"Karen Bullock, NJ",1266116073372127382,assets\387d5bff31b5145246887e05dea15562-7FD83.png,thank you
1296933231454584872,Default,,2024-10-18T20:29:38.233+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,There's a search function on discord. That might work but I'm not sure.
