id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1299385213490827401,21,1299369667244200068,2024-10-25T14:52:56.306+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,
1299385218163277845,Default,,2024-10-25T14:52:57.42+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,Hi <@1297892532394655774> Are you with TextTeam or Persuasion? Please watch appropriate channels with whichever team you are working with. Thanks for your efforts!
1299385378188427338,Default,,2024-10-25T14:53:35.573+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,ok.  sorry if this was in wrong channel.
1299385428767408150,Default,,2024-10-25T14:53:47.632+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,thank you
1299385868947034113,Reply,1299385378188427338,2024-10-25T14:55:32.579+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,No problem! Just want to make sure you are in the correct place.
1299387196243054643,Default,,2024-10-25T15:00:49.031+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,should i be in text team?
1299387595171696680,Reply,1299387196243054643,2024-10-25T15:02:24.143+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,Which team did you sign up for and attend training in?
1299387776835260498,Default,,2024-10-25T15:03:07.455+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,oh my gosh not sure.  I may have done a text training not in one of these groups at all.
1299387813732548639,Default,,2024-10-25T15:03:16.252+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,i did one but it was with Voteriders
1299388026064994478,Default,,2024-10-25T15:04:06.876+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,it used spoke scale to win so i am familiar with how it works. i already did a text bank with voteriders
1299388084344852510,Default,,2024-10-25T15:04:20.771+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,would i still need to attend a training herer
1299388523920494592,Reply,1299388084344852510,2024-10-25T15:06:05.574+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,"Our text trainings have ended, but you can check out ⁠⁠the <#1268426751164551199> or <#1298623273566732300> channels. We would also love help with making phone calls during this final stretch -- you can sign up for that at https://events.democrats.org/event/725393/ . Thank you!"
1299388661489467442,Default,,2024-10-25T15:06:38.373+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,ok thanks for your help!
1299390193169862757,Default,,2024-10-25T15:12:43.554+00:00,jubilant_sparrow_33706,Liz,1297892532394655774,assets\4-4551A.png,will do!  All in for Harris-Walz!
